Weatherpy_database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description
359,Qinzhou,CN,21.95,108.6167,80.26,86,66,light rain
360,Dunedin,NZ,-45.8742,170.5036,54.81,41,90,overcast clouds
361,Na Wa,TH,17.4897,104.1006,73.11,98,100,overcast clouds
362,Kodinsk,RU,58.6881,99.1844,55.4,84,70,broken clouds
363,Fortuna,US,40.5982,-124.1573,71.92,76,40,scattered clouds
364,Barmer,IN,25.75,71.3833,79.39,71,79,broken clouds
365,High Rock,BS,26.6208,-78.2833,86.02,73,100,overcast clouds
366,Bressuire,FR,46.9167,-0.5,63.05,71,24,few clouds
367,Columbus,US,39.9612,-82.9988,76.46,66,75,broken clouds
368,Namatanai,PG,-3.6667,152.4333,83.17,71,71,light rain
369,Basseterre,KN,17.2948,-62.7261,82.78,83,40,scattered clouds
370,Vigrestad,NO,58.5667,5.7,53.96,81,100,overcast clouds
371,Brownsville,US,25.9018,-97.4975,90.01,67,39,scattered clouds
372,Kasongo-Lunda,CD,-6.4667,16.8167,84.0,37,86,overcast clouds
373,Rio Grande,BR,-32.035,-52.0986,56.95,85,2,clear sky
374,Zeya,RU,53.75,127.2667,66.97,67,8,clear sky
375,Kavaratti,IN,10.5669,72.642,81.01,79,87,overcast clouds
376,Hami,CN,42.8,93.45,77.13,39,100,overcast clouds
377,Progreso,MX,21.2833,-89.6667,86.11,68,59,broken clouds
378,Goderich,CA,43.7501,-81.7165,76.03,60,0,clear sky
379,Carnarvon,AU,-24.8667,113.6333,59.07,69,90,overcast clouds
380,Chortomlyk,UA,47.6232,34.142,71.65,46,69,broken clouds
381,Meulaboh,ID,4.1363,96.1285,75.29,88,100,heavy intensity rain
382,Juigalpa,NI,12.1063,-85.3645,84.11,74,40,scattered clouds
383,Tura,IN,25.5198,90.2201,74.39,97,99,overcast clouds
384,Ozinki,RU,51.1786,49.6769,76.08,20,100,overcast clouds
385,Narsaq,GL,60.9167,-46.05,50.45,98,98,moderate rain
386,Qitaihe,CN,45.8,130.85,69.24,60,40,scattered clouds
387,Bay Roberts,CA,47.5999,-53.2648,74.95,89,32,scattered clouds
388,San Patricio,US,28.017,-97.5169,94.53,52,63,broken clouds
389,Razdolnoye,RU,43.55,131.9167,61.21,74,37,scattered clouds
390,Seymchan,RU,62.8833,152.4333,57.63,61,84,broken clouds
391,Mangrol,IN,21.1167,70.1167,81.16,78,100,overcast clouds
392,Cap Malheureux,MU,-19.9842,57.6142,68.49,76,75,broken clouds
393,Shimoda,JP,34.6667,138.95,71.73,94,100,overcast clouds
394,Nuuk,GL,64.1835,-51.7216,46.85,99,100,light rain
395,Pevek,RU,69.7008,170.3133,32.9,98,100,overcast clouds
396,Petropavl,KZ,54.8753,69.1628,63.68,80,81,broken clouds
397,Zaokskiy,RU,54.7306,37.4089,61.83,75,45,scattered clouds
398,Rabo De Peixe,PT,37.8,-25.5833,72.91,88,40,scattered clouds
399,Balkhash,KZ,46.844,74.9804,62.53,63,97,overcast clouds
400,Gizo,SB,-8.103,156.8419,82.99,74,72,broken clouds
401,Oistins,BB,13.0667,-59.5333,82.49,78,20,few clouds
402,Pacific Grove,US,36.6177,-121.9166,97.14,84,40,scattered clouds
403,Vincennes,FR,48.85,2.4333,67.01,77,90,overcast clouds
404,Stromness,GB,58.965,-3.296,49.96,72,100,overcast clouds
405,Nsanje,MW,-16.92,35.262,64.54,88,72,broken clouds
406,Ayacucho,PE,-13.1583,-74.2239,67.86,32,90,overcast clouds
407,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.51,77,92,overcast clouds
408,Ahuimanu,US,21.4447,-157.8378,87.78,58,7,clear sky
409,Jiazi,CN,22.8779,116.067,81.55,85,1,clear sky
410,Golesti,RO,45.6667,27.1333,68.38,52,0,clear sky
411,Hurghada,EG,27.2574,33.8129,91.44,25,0,clear sky
412,Daoukro,CI,7.0591,-3.9631,72.73,83,73,broken clouds
413,Itarema,BR,-2.9248,-39.9167,77.94,81,12,few clouds
414,Jalu,LY,29.0331,21.5482,83.41,27,0,clear sky
415,Samagaltay,RU,50.6022,95.0047,53.96,93,100,moderate rain
416,Nzerekore,GN,7.7562,-8.8179,67.87,96,84,broken clouds
417,Monterrey,MX,25.6667,-100.3167,90.81,54,28,scattered clouds
418,Obidos,BR,-1.9175,-55.5181,77.13,83,26,scattered clouds
419,Isla Vista,US,34.4133,-119.861,108.34,50,3,clear sky
420,Tawang,IN,27.5833,91.8667,56.8,97,100,overcast clouds
421,Lixourion,GR,38.2019,20.4314,78.78,73,0,clear sky
422,Pochutla,MX,15.7432,-96.4661,86.83,75,100,overcast clouds
423,Camocim,BR,-2.9022,-40.8411,77.63,82,11,few clouds
424,Shubarshi,KZ,48.5872,57.1869,71.37,22,0,clear sky
425,Cockburn Town,TC,21.4612,-71.1419,82.71,86,30,scattered clouds
426,Saint-Denis,FR,48.9167,2.3333,67.23,77,90,overcast clouds
427,Genoa,IT,44.4129,8.9573,80.15,76,0,clear sky
428,The Valley,AI,18.217,-63.0578,84.06,83,40,scattered clouds
429,Tiarei,PF,-17.5333,-149.3333,84.22,77,11,few clouds
430,Dubai,AE,25.2582,55.3047,93.13,70,10,clear sky
431,Hervey Bay,AU,-25.2986,152.8535,64.51,70,51,broken clouds
432,Tual,ID,-5.6667,132.75,79.86,83,75,broken clouds
433,Buala,SB,-8.145,159.5921,83.3,72,90,light rain
434,Vanimo,PG,-2.6741,141.3028,81.52,75,82,broken clouds
435,Zacatecas,MX,23.0,-103.0,68.36,51,86,overcast clouds
436,Katherine,AU,-14.4667,132.2667,70.12,73,7,clear sky
437,Krasnoselkup,RU,65.7,82.4667,55.4,79,60,broken clouds
438,Kungurtug,RU,50.5994,97.5228,56.75,97,100,overcast clouds
439,Rancho Palos Verdes,US,33.7445,-118.387,101.93,76,20,few clouds
440,Sumbawanga,TZ,-7.9667,31.6167,56.35,67,6,clear sky
441,Vestmannaeyjar,IS,63.4427,-20.2734,54.09,90,100,overcast clouds
442,Nizhneudinsk,RU,54.9076,99.0276,56.48,97,100,light rain
443,Panaba,MX,21.2833,-88.2667,80.71,80,98,overcast clouds
444,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,83,75,broken clouds
445,Log,RU,49.4844,43.8613,70.92,81,100,light rain
446,Muncar,ID,-8.4333,114.3333,76.24,90,73,broken clouds
447,Lorca,ES,37.6712,-1.7017,93.49,24,92,overcast clouds
448,Dwarka,IN,22.2394,68.9678,81.21,77,100,overcast clouds
449,Luebo,CD,-5.35,21.4167,78.82,50,41,scattered clouds
450,Boshnyakovo,RU,49.6333,142.1667,60.66,66,68,broken clouds
451,Thessalon,CA,46.2501,-83.5666,75.49,67,1,clear sky
452,Kawalu,ID,-7.3817,108.2082,71.24,97,86,overcast clouds
453,Itarare,BR,-24.1125,-49.3317,66.02,64,76,broken clouds
454,Abu Dhabi,AE,24.4667,54.3667,93.31,79,0,clear sky
455,Kahului,US,20.8947,-156.47,85.26,76,16,few clouds
456,Tondano,ID,1.3038,124.9112,68.09,82,48,scattered clouds
457,Tautira,PF,-17.7333,-149.15,84.22,78,20,few clouds
458,Puquio,PE,-14.7,-74.1333,52.09,45,35,scattered clouds
459,Mattru,SL,7.6244,-11.8332,72.99,94,100,light rain
460,Beyneu,KZ,45.3167,55.2,75.34,28,0,clear sky
461,Piacabucu,BR,-10.4056,-36.4344,72.09,79,65,broken clouds
462,Vardo,NO,70.3705,31.1107,43.0,77,100,overcast clouds
463,Pokhara,NP,28.2333,83.9833,70.36,89,92,overcast clouds
464,Burnie,AU,-41.0667,145.9167,44.62,91,96,light rain
465,Nova Soure,BR,-11.2333,-38.4833,66.56,89,80,broken clouds
466,Constantine,DZ,36.365,6.6147,81.81,36,0,clear sky
467,Novopokrovka,UA,49.8425,36.5477,64.78,86,96,overcast clouds
468,Wawa,NG,9.9022,4.4192,73.96,90,100,moderate rain
469,Emba,KZ,48.8264,58.1442,73.11,23,6,clear sky
470,Flinders,AU,-34.5833,150.8552,62.19,44,0,clear sky
471,Kontagora,NG,10.3999,5.4695,72.28,92,91,light rain
472,Bloemfontein,ZA,-29.1211,26.214,40.48,100,0,mist
473,Surskoye,RU,54.4821,46.7214,64.49,64,65,broken clouds
474,West Bay,KY,19.3667,-81.4167,87.87,73,20,few clouds
475,Padang,ID,-0.9492,100.3543,76.89,86,99,overcast clouds
476,Anloga,GH,5.7947,0.8973,77.22,85,80,broken clouds
477,Caravelas,BR,-17.7125,-39.2481,70.05,84,8,clear sky
478,Konevo,RU,62.1215,39.3192,54.61,96,98,moderate rain
479,Sibolga,ID,1.7427,98.7792,75.02,87,98,moderate rain
480,Aleysk,RU,52.4926,82.7822,54.72,90,61,broken clouds
481,Pauini,BR,-7.7136,-66.9764,85.78,38,29,scattered clouds
482,Kismayo,SO,-0.3582,42.5454,75.25,82,23,few clouds
483,Santa Flavia,IT,38.085,13.5351,83.62,46,0,clear sky
484,Pangnirtung,CA,66.1451,-65.7125,47.53,79,74,broken clouds
485,Schwerin,DE,53.6294,11.4132,67.91,83,91,overcast clouds
486,Chuy,UY,-33.6971,-53.4616,53.91,97,26,scattered clouds
487,Mount Isa,AU,-20.7333,139.5,67.77,30,0,clear sky
488,Zhezkazgan,KZ,47.8043,67.7144,66.09,39,5,clear sky
489,Clarksburg,US,39.2807,-80.3445,82.13,80,40,scattered clouds
490,Yenagoa,NG,4.9247,6.2642,74.91,92,91,overcast clouds
491,Alice Springs,AU,-23.7,133.8833,45.95,42,0,clear sky
492,Canutama,BR,-6.5339,-64.3831,86.32,43,62,broken clouds
493,Haikou,CN,20.0458,110.3417,78.93,94,0,clear sky
494,Tarakan,ID,3.3,117.6333,78.3,89,40,scattered clouds
495,Pasuruan,ID,-7.6453,112.9075,75.09,78,32,scattered clouds
496,Kununurra,AU,-15.7667,128.7333,75.18,35,59,broken clouds
497,Nome,US,64.5011,-165.4064,51.87,82,90,light rain
498,Kermanshah,IR,34.3142,47.065,72.5,23,0,clear sky
499,Constitucion,CL,-35.3333,-72.4167,50.83,91,100,moderate rain
500,Nieves,PH,15.3274,120.9485,76.51,82,67,broken clouds
501,Ramnicu Sarat,RO,45.3833,27.05,67.66,50,0,clear sky
502,Abay,KZ,49.6311,72.8539,37.78,62,60,broken clouds
503,Zambezi,ZM,-13.5432,23.1047,58.77,39,0,clear sky
504,Hualmay,PE,-11.0964,-77.6139,63.16,79,43,scattered clouds
505,Pirapora,BR,-17.345,-44.9419,76.44,34,19,few clouds
506,Husavik,IS,66.0449,-17.3389,55.31,84,37,scattered clouds
507,San Javier,ES,37.8063,-0.8374,85.68,90,75,broken clouds
508,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,67,0,clear sky
509,Prenzlau,DE,53.3167,13.8667,64.27,70,100,overcast clouds
510,Ewa Beach,US,21.3156,-158.0072,87.17,51,40,scattered clouds
511,Olinda,BR,-8.0089,-34.8553,74.93,64,40,scattered clouds
512,Labytnangi,RU,66.6572,66.4183,45.72,91,0,clear sky
513,Sioux Lookout,CA,50.1001,-91.917,88.18,45,75,broken clouds
514,La Grande,US,45.3246,-118.0877,101.21,19,75,broken clouds
515,Milkovo,RU,54.7167,158.6167,68.25,56,36,scattered clouds
516,Hailar,CN,49.2,119.7,62.08,72,0,clear sky
517,Hammerfest,NO,70.6634,23.6821,43.25,87,75,broken clouds
518,Bima,ID,-8.4667,118.7167,74.88,84,12,few clouds
519,Bria,CF,6.5423,21.9863,68.22,97,100,light rain
520,Istok,XK,42.7808,20.4875,67.12,41,0,clear sky
521,Poum,NC,-20.2333,164.0167,72.7,64,98,overcast clouds
522,Bubaque,GW,11.2833,-15.8333,77.02,87,100,moderate rain
523,Iracoubo,GF,5.4802,-53.2011,75.6,83,99,light rain
524,Biloela,AU,-24.4167,150.5,68.85,51,17,few clouds
525,Vazante,BR,-17.9869,-46.9078,75.81,30,12,few clouds
526,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,25,0,clear sky
527,Slavyanka,RU,42.8633,131.3847,67.84,76,99,overcast clouds
528,Grdelica,RS,42.8934,22.0735,69.06,45,0,clear sky
529,Noumea,NC,-22.2763,166.4572,71.58,58,13,few clouds
530,Fairbanks,US,64.8378,-147.7164,51.8,92,90,light rain
531,Bardiyah,LY,31.7561,25.0865,78.39,64,0,clear sky
532,Dovbysh,UA,50.3733,27.9874,66.42,77,31,scattered clouds
533,Maonon,PH,13.0364,123.3707,79.79,81,100,overcast clouds
534,Alyangula,AU,-13.8483,136.4192,73.27,94,40,scattered clouds
535,Agadir,MA,30.4202,-9.5982,73.85,37,74,broken clouds
536,Valdivia,CL,-39.8142,-73.2459,48.29,98,100,overcast clouds
537,Kant,IN,27.8,79.8,84.31,67,70,broken clouds
538,Puerto Ayacucho,VE,5.6639,-67.6236,73.45,93,100,overcast clouds
539,Ca Mau,VN,9.1769,105.15,76.46,89,55,broken clouds
540,Farah,AF,32.5,62.5,72.16,17,0,clear sky
541,Brae,GB,60.3964,-1.353,48.11,79,100,overcast clouds
542,Same,TZ,-4.0667,37.7333,65.88,79,88,overcast clouds
543,Namibe,AO,-15.1961,12.1522,65.35,92,15,few clouds
544,Bosaso,SO,11.2842,49.1816,91.65,38,44,scattered clouds
545,Nyrob,RU,60.733,56.7202,55.94,89,99,overcast clouds
546,Dombarovskiy,RU,50.7587,59.5386,68.38,26,33,scattered clouds
547,Saint-Pierre,RE,-21.3393,55.4781,65.84,72,75,light rain
548,Lavrentiya,RU,65.5833,-171.0,42.03,89,100,overcast clouds
549,Karasburg,NA,-28.0167,18.75,60.19,44,0,clear sky
550,Soc Trang,VN,9.6033,105.98,76.96,88,21,few clouds
551,Oakland,US,42.6667,-83.3999,76.86,50,0,clear sky
552,Kindu,CD,-2.95,25.95,71.19,79,3,clear sky
553,Redlands,US,34.0556,-117.1825,110.95,30,8,clear sky
554,Yingkou,CN,40.6648,122.2283,72.66,81,100,light rain
555,Pau Brasil,BR,-15.4642,-39.6511,64.51,88,2,clear sky
556,Tangjiazhuang,CN,39.7333,118.45,70.32,87,85,moderate rain
557,Lata,PT,40.1629,-8.3327,62.82,96,1,clear sky
558,Douglas,US,41.3,-96.167,87.94,53,1,clear sky
559,Naushki,RU,50.3828,106.1056,66.49,79,92,overcast clouds
560,Mahbubabad,IN,17.6167,80.0167,74.03,98,100,overcast clouds
561,Ucluelet,CA,48.9329,-125.5528,61.11,81,54,broken clouds
562,Mana,GF,5.6592,-53.7767,74.7,89,100,overcast clouds
563,Puerto Escondido,MX,15.85,-97.0667,83.93,77,100,overcast clouds
564,Bagula,IN,23.3167,88.65,79.52,95,100,overcast clouds
565,Nantucket,US,41.2835,-70.0995,75.34,68,1,clear sky
566,Eyrarbakki,IS,63.863,-21.1481,52.21,87,100,overcast clouds
567,Andujar,ES,38.0392,-4.0508,98.2,17,36,scattered clouds
568,Saint-Francois,FR,46.4154,3.9054,73.18,72,75,broken clouds
569,Kangaatsiaq,GL,68.3065,-53.4641,44.13,88,90,overcast clouds
570,Benjamin Constant,BR,-4.3831,-70.0311,80.73,83,75,mist
571,Uyuni,BO,-20.4597,-66.825,43.88,14,1,clear sky
572,Suntar,RU,62.1444,117.6319,61.38,94,81,light rain
573,Bikaner,IN,28.0167,73.3,88.36,46,36,scattered clouds
574,Rambha,IN,19.5167,85.1,82.2,82,85,overcast clouds
575,Boende,CD,-0.2167,20.8667,75.63,72,58,broken clouds
576,Makakilo City,US,21.3469,-158.0858,88.12,46,20,few clouds
577,Rudnogorsk,RU,57.2639,103.7519,54.46,93,100,overcast clouds
578,Motupe,PE,-6.1519,-79.7142,72.43,60,27,scattered clouds
579,Aksu,CN,41.1231,80.2644,68.05,44,83,broken clouds
580,Sondrio,IT,46.169,9.8692,78.04,86,17,few clouds
581,Lahat,ID,-3.8,103.5333,71.51,92,97,overcast clouds
582,Gamba,GA,-2.65,10.0,74.16,88,89,overcast clouds
583,Crawfordsville,US,40.0411,-86.8745,78.4,60,40,scattered clouds
584,Leningradskiy,RU,69.3833,178.4167,34.36,84,96,overcast clouds
585,Road Town,VG,18.4167,-64.6167,80.2,89,100,overcast clouds
586,Lazo,RU,43.3817,133.9014,68.65,73,80,broken clouds
587,Aitape,PG,-3.1374,142.3475,82.33,72,52,broken clouds
588,Malanje,AO,-9.5402,16.341,70.81,61,57,broken clouds
589,Piploda,IN,23.35,75.4333,73.06,88,41,scattered clouds
590,Kalashnikovo,RU,57.2824,35.2262,56.75,94,82,broken clouds
591,Paso De Carrasco,UY,-34.8603,-56.0522,50.14,100,75,broken clouds
592,Aswan,EG,24.0934,32.907,90.7,14,0,clear sky
593,San Pedro,PH,14.35,121.0167,80.35,89,20,few clouds
594,Wad Madani,SD,14.4012,33.5199,81.5,66,96,overcast clouds
595,Nishihara,JP,26.1842,127.7558,81.68,89,20,few clouds
596,Labrea,BR,-7.2586,-64.7981,84.7,39,10,clear sky
597,Benguela,AO,-12.5763,13.4055,70.47,87,21,few clouds
598,Ylivieska,FI,64.0833,24.55,58.32,97,100,overcast clouds
599,Srednekolymsk,RU,67.45,153.6833,50.7,53,100,overcast clouds
600,Vanavara,RU,60.34,102.2797,54.84,89,45,scattered clouds
601,Matagami,CA,49.7502,-77.6328,73.51,40,1,clear sky
602,Alekseyevka,RU,50.6309,38.6903,68.52,76,100,overcast clouds
603,Alexandria,EG,31.2156,29.9553,80.56,74,0,clear sky
604,Yuanping,CN,38.7153,112.7575,64.49,90,0,clear sky
605,Waipawa,NZ,-41.4122,175.5153,52.45,67,38,scattered clouds
606,Xudat,AZ,41.631,48.681,72.57,49,0,clear sky
607,Redcar,GB,54.6166,-1.06,56.28,69,84,broken clouds
608,Palmer,US,42.1584,-72.3287,77.32,58,56,broken clouds
609,Qandala,SO,11.472,49.8728,89.15,52,32,scattered clouds
610,Kadyy,RU,57.787,43.1903,62.4,70,69,broken clouds
611,Plettenberg Bay,ZA,-34.0527,23.3716,57.87,60,0,clear sky
612,Ekibastuz,KZ,51.6667,75.3667,63.14,63,50,scattered clouds
613,Turhal,TR,40.3875,36.0811,60.78,86,0,clear sky
614,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,80.49,21,3,clear sky
615,Solnechnyy,RU,50.7214,136.6319,69.3,67,5,clear sky
616,Mountain Home,US,43.133,-115.6912,98.08,10,20,few clouds
617,Hanna,CA,51.6334,-111.9018,92.71,12,33,scattered clouds
618,Sirjan,IR,29.452,55.6814,79.59,28,2,clear sky
619,Richards Bay,ZA,-28.783,32.0377,60.75,84,13,few clouds
620,Mahon,ES,39.8885,4.2658,81.16,94,0,clear sky
621,Baghmara,IN,23.795,86.2085,81.28,82,100,overcast clouds
622,Korla,CN,41.7597,86.1469,72.77,40,100,overcast clouds
623,Aripuana,BR,-9.1667,-60.6333,82.36,37,3,clear sky
624,Baykit,RU,61.67,96.37,55.45,89,88,overcast clouds
625,Espirito Santo Do Pinhal,BR,-22.1158,-46.6828,68.72,37,34,scattered clouds
626,Vryburg,ZA,-26.9566,24.7284,53.46,67,0,clear sky
627,Pangai,TO,-19.8,-174.35,75.31,50,40,scattered clouds
628,Keuruu,FI,62.2667,24.7,54.81,98,97,overcast clouds
629,Donskoye,RU,45.4552,41.9741,70.29,87,100,light rain
630,Garissa,KE,-0.4536,39.6401,72.73,79,24,few clouds
631,Bacolod,PH,10.6667,122.95,80.01,79,99,overcast clouds
632,Batagay-Alyta,RU,67.8006,130.4114,49.12,72,100,overcast clouds
633,Southbridge,US,42.0751,-72.0334,77.38,64,76,broken clouds
634,Trelew,AR,-43.249,-65.3051,60.78,20,98,overcast clouds
635,Hrodna,BY,53.6884,23.8258,58.12,85,38,scattered clouds
636,Great Falls,US,47.5002,-111.3008,96.93,20,3,clear sky
637,Svetlaya,RU,46.5389,138.3297,62.69,70,49,scattered clouds
638,Pandhana,IN,21.7,76.2167,75.58,84,77,broken clouds
639,Naval,PH,11.5606,124.3975,80.82,82,96,overcast clouds
640,Masuda,JP,34.6667,131.85,72.93,91,100,light rain
641,Winslow,US,35.0242,-110.6974,91.17,20,71,broken clouds
642,Baturinskaya,RU,45.7927,39.3707,67.44,78,98,overcast clouds
643,Vila,PT,42.0304,-8.1588,60.69,70,0,clear sky
644,Puerto Castilla,HN,16.0167,-85.9667,89.51,66,20,few clouds
645,North Bend,US,43.4065,-124.2243,80.24,77,75,broken clouds
646,Druzhba,UA,52.0428,33.9453,65.19,54,8,clear sky
647,College,US,64.8569,-147.8028,51.78,92,90,moderate rain
648,Marienburg,PL,54.0359,19.0266,63.88,72,64,broken clouds
649,Japura,ID,-0.3167,102.35,72.03,99,85,overcast clouds
650,Kloulklubed,PW,7.0419,134.2556,82.9,74,67,broken clouds
651,Champerico,GT,14.3,-91.9167,84.74,81,73,broken clouds
652,West Fargo,US,46.875,-96.9004,89.65,45,1,clear sky
653,Saravan,AM,39.7196,45.6483,65.05,50,21,few clouds
654,Poso,ID,-1.3959,120.7524,77.4,76,20,few clouds
655,Emmett,US,43.8735,-116.4993,102.63,18,88,overcast clouds
656,Manta,EC,-0.95,-80.7333,72.16,81,28,scattered clouds
657,Nouadhibou,MR,20.931,-17.0347,71.58,94,14,few clouds
658,Binghamton,US,42.0987,-75.918,72.91,71,100,overcast clouds
659,Honiara,SB,-9.4333,159.95,83.57,76,80,broken clouds
660,Yavaros,MX,26.7,-109.5167,100.45,54,10,clear sky
661,Smithers,CA,54.7804,-127.1743,70.12,30,75,broken clouds
662,Bergen,NO,60.392,5.328,55.65,100,75,broken clouds
663,Jurm,AF,36.8648,70.8342,57.24,39,0,clear sky
664,Maniitsoq,GL,65.4167,-52.9,45.79,96,100,overcast clouds
665,Yeniseysk,RU,58.4497,92.1703,55.69,88,79,broken clouds
666,Lacey,US,47.0343,-122.8232,92.23,48,4,clear sky
667,Evensk,RU,61.95,159.2333,56.66,69,51,broken clouds
668,Knyaze-Volkonskoye,RU,48.4642,135.4567,66.54,76,93,overcast clouds
669,Cuiluan,CN,47.72,128.648,63.54,83,77,broken clouds
670,Newtonmore,GB,57.066,-4.1192,52.03,89,93,overcast clouds
671,Amuntai,ID,-2.4177,115.2494,73.13,95,63,broken clouds
672,Bianzhuang,CN,34.8486,118.0447,71.96,92,78,broken clouds
673,Arroyo,ES,41.6096,-4.7969,68.04,68,0,clear sky
674,Anadyr,RU,64.75,177.4833,54.1,62,0,clear sky
675,Port Hedland,AU,-20.3167,118.5667,62.65,55,5,clear sky
676,Yinchuan,CN,38.4681,106.2731,71.92,56,99,overcast clouds
677,Manavalakurichi,IN,8.1333,77.3,78.89,81,100,moderate rain
678,Isangel,VU,-19.55,169.2667,75.31,94,40,scattered clouds
679,Nortelandia,BR,-14.4547,-56.8028,82.71,29,21,few clouds
680,Aleksandrov Gay,RU,50.147,48.5704,75.94,23,100,overcast clouds
681,Darhan,MN,49.4867,105.9228,65.05,76,99,overcast clouds
682,Buenos Aires,AR,-34.6132,-58.3772,51.98,100,90,fog
683,Barra Patuca,HN,15.8,-84.2833,83.17,69,55,broken clouds
684,Severobaykalsk,RU,55.65,109.3167,60.24,68,94,overcast clouds
685,Bull Savanna,JM,17.8868,-77.5902,81.27,76,88,overcast clouds
686,Silvassa,IN,20.2667,73.0167,76.42,87,98,overcast clouds
687,Mindelo,CV,16.8901,-24.9804,78.35,78,75,broken clouds
688,Mehamn,NO,71.0357,27.8492,44.51,81,100,overcast clouds
689,Mizdah,LY,31.4451,12.9801,74.08,65,28,scattered clouds
690,Huaral,PE,-11.495,-77.2078,60.73,78,33,scattered clouds
691,Beloha,MG,-25.1667,45.05,61.7,71,20,few clouds
692,Russell,US,32.3502,-85.1999,88.88,60,1,clear sky
693,Vredendal,ZA,-31.6683,18.5012,60.98,41,15,few clouds
694,Vienenburg,DE,51.95,10.5667,65.89,69,69,broken clouds
695,Campbell River,CA,50.0163,-125.2446,75.92,90,90,smoke
696,Ratangarh,IN,28.0833,74.6,86.99,49,5,clear sky
697,Zyryanka,RU,65.75,150.85,48.27,78,100,light rain
698,Kandrian,PG,-6.2167,149.55,79.59,88,97,moderate rain
699,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.42,71,43,scattered clouds
700,Ulladulla,AU,-35.35,150.4667,61.88,49,0,clear sky
701,Akdepe,TM,42.0551,59.3788,66.29,28,0,clear sky
702,Saldanha,ZA,-33.0117,17.9442,53.65,63,13,few clouds
703,Puerto Colombia,CO,10.9878,-74.9547,86.09,79,93,overcast clouds
704,Smidovich,RU,48.6,133.8167,67.71,72,15,few clouds
705,Soavinandriana,MG,-19.1667,46.7333,45.03,84,0,clear sky
706,Linxia,CN,35.6003,103.2064,58.68,87,40,scattered clouds
707,Mbandaka,CD,0.0487,18.2603,73.31,75,54,light rain
708,Boca Do Acre,BR,-8.7522,-67.3978,84.78,37,13,few clouds
709,Eyemouth,GB,55.8713,-2.0901,55.83,84,99,overcast clouds
710,Aiquile,BO,-18.2041,-65.1807,60.35,54,28,scattered clouds
711,Balabac,PH,7.9868,117.0645,81.88,78,92,overcast clouds
712,Keroka,KE,-0.7758,34.9453,54.95,72,99,overcast clouds
713,Valleyview,CA,55.0667,-117.2859,77.2,38,100,overcast clouds
714,Kurilsk,RU,45.2333,147.8833,56.08,73,20,few clouds
715,San Vicente,AR,-26.6167,-54.1333,64.22,68,92,overcast clouds
716,Ossora,RU,59.2353,163.0719,59.45,81,40,scattered clouds
